customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PhoneService,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
CUST03360,Male,0,No,No,48,Two year,DSL,Yes,Mailed check,No,58.79,2814.01,No
CUST03361,Female,0,Yes,No,4,Month-to-month,No,Yes,Electronic check,Yes,25.72,123.36,Yes
CUST03362,Female,0,No,Yes,0,Month-to-month,DSL,Yes,Credit card,Yes,89.34,17.37,Yes
CUST03363,Female,1,No,Yes,66,Month-to-month,Fiber optic,Yes,Bank transfer,No,86.66,5886.94,No
CUST03364,Female,0,Yes,No,23,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,83.05,2031.75,No
CUST03365,Female,1,No,Yes,28,Month-to-month,No,Yes,Credit card,Yes,53.01,1386.82,Yes
CUST03366,Female,0,Yes,No,14,Month-to-month,DSL,Yes,Electronic check,Yes,35.37,529.2,No
CUST03367,Male,1,No,No,3,Two year,Fiber optic,Yes,Bank transfer,No,120.77,309.66,No
CUST03368,Female,0,Yes,No,43,Two year,Fiber optic,No,Bank transfer,No,62.68,2809.94,No
CUST03369,Male,0,No,Yes,64,Two year,DSL,Yes,Mailed check,No,96.15,6190.26,No
CUST03370,Male,0,Yes,No,30,Month-to-month,No,Yes,Mailed check,Yes,21.38,629.18,No
CUST03371,Female,0,No,No,19,Month-to-month,No,Yes,Credit card,No,18.0,472.55,Yes
CUST03372,Male,0,Yes,No,9,Two year,Fiber optic,Yes,Electronic check,No,63.41,658.14,No
CUST03373,Female,0,No,No,10,Month-to-month,No,Yes,Bank transfer,Yes,20.01,180.01,No
CUST03374,Male,0,Yes,Yes,27,Two year,Fiber optic,Yes,Credit card,Yes,87.08,2338.34,No
CUST03375,Female,0,No,No,37,Two year,Fiber optic,Yes,Electronic check,No,48.28,1851.96,No
CUST03376,Male,0,No,No,23,Month-to-month,Fiber optic,Yes,Mailed check,Yes,66.24,1515.16,No
CUST03377,Female,0,Yes,Yes,38,Month-to-month,Fiber optic,Yes,Credit card,Yes,68.69,2523.64,No
CUST03378,Female,0,No,Yes,50,Month-to-month,Fiber optic,Yes,Electronic check,Yes,96.44,4789.37,No
CUST03379,Female,0,Yes,No,49,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,77.56,3828.89,No
CUST03380,Female,0,No,No,6,Two year,Fiber optic,Yes,Mailed check,Yes,73.49,466.57,No
CUST03381,Male,1,No,No,67,Two year,Fiber optic,Yes,Bank transfer,No,96.06,6311.14,No
CUST03382,Female,0,Yes,Yes,52,Two year,No,Yes,Electronic check,Yes,18.5,934.05,No
CUST03383,Male,0,No,No,36,Month-to-month,Fiber optic,Yes,Mailed check,Yes,99.78,3527.42,Yes
CUST03384,Male,0,Yes,No,53,Two year,DSL,Yes,Mailed check,No,57.7,3175.35,No
CUST03385,Male,0,Yes,No,54,Two year,Fiber optic,Yes,Mailed check,No,99.13,5358.94,No
CUST03386,Female,0,No,No,30,Two year,Fiber optic,Yes,Electronic check,No,110.76,3362.06,Yes
CUST03387,Male,0,No,No,64,Two year,DSL,Yes,Mailed check,No,62.39,3932.31,No
CUST03388,Male,0,Yes,Yes,58,Month-to-month,No,Yes,Credit card,Yes,22.66,1370.59,No
CUST03389,Male,1,Yes,No,46,Month-to-month,DSL,Yes,Mailed check,No,72.53,3282.37,No
CUST03390,Female,0,No,No,48,Month-to-month,Fiber optic,Yes,Credit card,Yes,95.99,4600.3,No
CUST03391,Female,0,Yes,No,17,Month-to-month,No,Yes,Electronic check,No,21.8,281.82,No
CUST03392,Male,1,No,No,2,One year,Fiber optic,No,Bank transfer,Yes,96.5,220.34,Yes
CUST03393,Female,0,No,No,17,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,74.22,1052.13,Yes
CUST03394,Female,0,Yes,No,57,Month-to-month,No,Yes,Electronic check,No,18.0,1246.57,No
CUST03395,Male,0,Yes,No,70,Month-to-month,No,Yes,Mailed check,Yes,18.0,1332.68,No
CUST03396,Male,0,No,Yes,24,Two year,No,Yes,Electronic check,Yes,18.24,414.73,No
CUST03397,Female,0,Yes,No,17,Month-to-month,Fiber optic,Yes,Credit card,No,92.21,1669.63,No
CUST03398,Male,0,No,Yes,51,Month-to-month,Fiber optic,Yes,Mailed check,Yes,84.57,4365.68,No
CUST03399,Female,0,No,No,42,Month-to-month,Fiber optic,Yes,Electronic check,No,83.69,3462.62,Yes
CUST03400,Female,1,No,Yes,66,Month-to-month,DSL,Yes,Bank transfer,No,80.05,5251.49,No
CUST03401,Female,0,Yes,No,6,One year,No,Yes,Credit card,Yes,19.03,0.11,No
CUST03402,Female,1,Yes,No,43,Month-to-month,No,Yes,Bank transfer,Yes,18.0,754.34,No
CUST03403,Female,1,No,No,43,Month-to-month,Fiber optic,Yes,Electronic check,No,62.9,2662.7,No
CUST03404,Female,0,No,Yes,50,Two year,DSL,Yes,Mailed check,Yes,88.38,4384.99,No
CUST03405,Male,0,No,No,20,Month-to-month,DSL,Yes,Bank transfer,No,79.53,1526.26,Yes
CUST03406,Male,0,Yes,No,36,Two year,DSL,No,Credit card,Yes,52.54,1910.23,No
CUST03407,Female,0,No,Yes,27,Two year,Fiber optic,Yes,Electronic check,Yes,88.76,2350.6,No
CUST03408,Female,0,Yes,No,31,Two year,Fiber optic,Yes,Electronic check,Yes,81.39,2440.4,Yes
CUST03409,Female,1,No,No,56,Month-to-month,No,Yes,Credit card,Yes,21.82,1252.26,No
CUST03410,Male,0,No,No,40,Month-to-month,No,No,Electronic check,Yes,18.0,738.76,Yes
CUST03411,Female,0,No,No,53,Month-to-month,Fiber optic,Yes,Mailed check,No,85.59,4414.65,No
CUST03412,Male,0,Yes,No,26,Month-to-month,No,Yes,Bank transfer,Yes,42.66,1106.3,No
CUST03413,Female,0,No,No,39,Month-to-month,Fiber optic,Yes,Credit card,Yes,83.98,3326.85,Yes
CUST03414,Female,0,Yes,No,40,Month-to-month,DSL,Yes,Mailed check,Yes,53.92,2068.4,No
CUST03415,Male,0,No,Yes,69,Month-to-month,No,Yes,Mailed check,Yes,38.59,2650.66,No
CUST03416,Male,0,Yes,Yes,23,Month-to-month,DSL,Yes,Mailed check,Yes,63.51,1348.11,No
CUST03417,Female,0,Yes,No,17,Two year,No,Yes,Electronic check,No,28.94,682.5,No
CUST03418,Female,0,Yes,No,55,One year,Fiber optic,Yes,Mailed check,Yes,75.42,4245.94,No
CUST03419,Female,0,No,Yes,14,Month-to-month,Fiber optic,Yes,Mailed check,Yes,69.19,898.5,No
CUST03420,Male,0,No,No,71,Two year,No,Yes,Electronic check,Yes,18.0,1324.07,No
CUST03421,Male,0,No,No,34,Two year,Fiber optic,Yes,Electronic check,Yes,95.14,3211.65,No
CUST03422,Male,0,No,Yes,26,Month-to-month,No,Yes,Electronic check,Yes,18.0,464.89,No
CUST03423,Male,0,No,Yes,2,Month-to-month,Fiber optic,Yes,Mailed check,No,88.59,263.75,Yes
CUST03424,Male,0,Yes,No,20,Month-to-month,No,Yes,Credit card,Yes,31.92,718.4,No
CUST03425,Male,1,No,No,38,Two year,Fiber optic,Yes,Credit card,No,93.31,3508.06,No
CUST03426,Female,0,No,No,31,Month-to-month,Fiber optic,Yes,Bank transfer,No,76.16,2291.11,No
CUST03427,Female,0,Yes,No,49,Two year,Fiber optic,No,Credit card,No,75.06,3756.36,No
CUST03428,Male,1,Yes,No,8,One year,Fiber optic,Yes,Credit card,No,67.12,486.77,Yes
CUST03429,Female,0,Yes,No,49,One year,No,Yes,Credit card,No,19.16,1084.36,No
CUST03430,Female,0,Yes,Yes,0,Month-to-month,No,Yes,Mailed check,Yes,24.79,159.2,No
CUST03431,Male,1,Yes,No,3,Month-to-month,Fiber optic,Yes,Bank transfer,No,72.31,237.43,Yes
CUST03432,Female,0,Yes,No,3,Month-to-month,No,Yes,Electronic check,No,18.0,4.13,No
CUST03433,Male,0,No,No,33,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,73.69,2239.19,No
CUST03434,Male,1,Yes,No,26,One year,DSL,No,Mailed check,No,64.6,1641.92,No
CUST03435,Female,0,Yes,Yes,14,Two year,Fiber optic,Yes,Bank transfer,No,77.99,973.17,Yes
CUST03436,Male,0,No,No,31,Two year,Fiber optic,No,Bank transfer,Yes,88.48,2727.31,No
CUST03437,Male,0,No,No,40,Month-to-month,DSL,Yes,Electronic check,No,85.26,3467.21,No
CUST03438,Male,0,Yes,No,70,Month-to-month,Fiber optic,Yes,Credit card,Yes,71.48,5001.97,Yes
CUST03439,Male,0,No,Yes,60,Two year,Fiber optic,Yes,Electronic check,No,85.76,5168.68,No
CUST03440,Male,0,Yes,No,62,Two year,DSL,Yes,Electronic check,Yes,73.43,4511.8,No
CUST03441,Male,1,Yes,No,60,Month-to-month,Fiber optic,Yes,Mailed check,Yes,35.01,2011.97,No
CUST03442,Male,1,Yes,Yes,13,One year,DSL,Yes,Electronic check,No,57.0,837.24,No
CUST03443,Male,1,No,Yes,22,Month-to-month,DSL,No,Credit card,Yes,46.58,949.26,No
CUST03444,Female,0,No,No,64,Month-to-month,No,Yes,Electronic check,No,18.0,1034.65,No
CUST03445,Female,0,No,Yes,31,One year,DSL,Yes,Electronic check,No,62.71,1964.13,No
CUST03446,Female,1,No,No,40,Two year,Fiber optic,No,Electronic check,No,83.04,3242.46,No
CUST03447,Male,1,No,No,25,Month-to-month,Fiber optic,Yes,Electronic check,No,89.95,2271.41,No
CUST03448,Male,0,No,No,47,One year,No,Yes,Electronic check,No,18.14,883.51,No
CUST03449,Female,0,No,No,72,One year,Fiber optic,Yes,Mailed check,No,75.86,5507.43,No
CUST03450,Female,0,Yes,No,15,Month-to-month,DSL,Yes,Electronic check,Yes,49.6,711.27,Yes
CUST03451,Female,0,Yes,No,30,One year,No,Yes,Bank transfer,No,28.37,839.94,No
CUST03452,Male,0,No,Yes,65,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,99.88,6436.37,No
CUST03453,Female,1,No,Yes,31,Month-to-month,Fiber optic,Yes,Mailed check,No,97.24,3075.97,No
CUST03454,Female,0,No,Yes,9,One year,DSL,Yes,Credit card,No,65.47,552.89,No
CUST03455,Male,0,Yes,No,24,Month-to-month,No,Yes,Bank transfer,No,18.0,304.07,No
CUST03456,Female,0,No,No,44,Month-to-month,Fiber optic,No,Electronic check,No,72.06,3137.67,No
CUST03457,Male,0,No,Yes,23,Month-to-month,No,No,Credit card,No,25.64,597.41,Yes
CUST03458,Male,0,Yes,No,2,One year,DSL,Yes,Credit card,No,66.62,91.64,No
CUST03459,Male,0,No,No,61,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,84.8,5123.3,No
CUST03460,Female,0,No,No,66,Month-to-month,DSL,No,Bank transfer,Yes,58.58,3902.79,No
CUST03461,Female,0,No,Yes,54,One year,Fiber optic,Yes,Bank transfer,Yes,90.09,4916.74,No
CUST03462,Male,0,No,No,9,Month-to-month,No,Yes,Credit card,Yes,21.37,64.62,No
CUST03463,Female,0,Yes,No,54,Month-to-month,DSL,Yes,Mailed check,No,66.05,3664.88,No
CUST03464,Female,0,Yes,Yes,21,Month-to-month,DSL,Yes,Electronic check,No,79.62,1621.63,No
CUST03465,Female,1,No,No,13,Month-to-month,Fiber optic,Yes,Electronic check,Yes,79.83,1043.72,Yes
CUST03466,Female,0,No,Yes,72,One year,DSL,Yes,Mailed check,Yes,83.42,6038.65,No
CUST03467,Male,0,No,No,7,Month-to-month,Fiber optic,Yes,Electronic check,Yes,49.59,408.93,Yes
CUST03468,Female,0,Yes,No,14,Month-to-month,DSL,Yes,Electronic check,Yes,81.73,1081.43,No
CUST03469,Male,1,Yes,No,14,Month-to-month,No,Yes,Electronic check,No,23.43,332.91,No
CUST03470,Male,0,Yes,Yes,51,One year,DSL,Yes,Electronic check,No,44.79,2237.65,No
CUST03471,Female,0,Yes,No,69,Month-to-month,No,Yes,Bank transfer,Yes,33.89,2301.05,No
CUST03472,Male,0,No,Yes,53,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,66.26,3535.13,No
CUST03473,Female,0,No,No,41,One year,DSL,No,Electronic check,No,84.75,3401.4,No
CUST03474,Female,1,Yes,No,18,Month-to-month,DSL,Yes,Electronic check,No,68.27,1273.32,No
CUST03475,Male,0,Yes,No,39,Month-to-month,No,Yes,Electronic check,Yes,28.28,1067.09,No
CUST03476,Male,0,Yes,No,68,Two year,Fiber optic,Yes,Mailed check,Yes,64.35,4369.0,Yes
CUST03477,Male,0,Yes,Yes,26,Two year,Fiber optic,Yes,Mailed check,Yes,82.22,2130.74,No
CUST03478,Male,0,No,No,42,Month-to-month,DSL,Yes,Credit card,Yes,54.48,2228.79,No
CUST03479,Female,0,No,Yes,51,One year,DSL,Yes,Credit card,Yes,57.47,2946.26,No
CUST03480,Female,0,No,Yes,45,One year,Fiber optic,Yes,Electronic check,No,81.31,3866.66,No
CUST03481,Female,0,Yes,No,13,Two year,Fiber optic,Yes,Electronic check,Yes,80.86,1167.31,Yes
CUST03482,Male,0,No,No,63,Month-to-month,Fiber optic,Yes,Credit card,Yes,103.49,6467.35,Yes
CUST03483,Male,0,Yes,Yes,60,One year,No,Yes,Mailed check,Yes,24.19,1267.55,No
CUST03484,Male,0,No,No,57,Two year,Fiber optic,Yes,Electronic check,Yes,79.39,4366.78,No
CUST03485,Female,0,No,Yes,48,Month-to-month,DSL,Yes,Electronic check,No,72.74,3323.14,No
CUST03486,Male,0,No,Yes,28,One year,No,Yes,Bank transfer,Yes,27.29,704.09,No
CUST03487,Female,0,Yes,Yes,25,Month-to-month,Fiber optic,Yes,Electronic check,No,90.56,2221.54,No
CUST03488,Male,0,Yes,No,26,Two year,No,Yes,Electronic check,Yes,20.07,459.83,No
CUST03489,Female,0,No,No,66,Two year,No,No,Mailed check,Yes,29.97,1793.91,No
CUST03490,Female,0,Yes,No,66,Month-to-month,DSL,Yes,Bank transfer,Yes,63.56,4169.67,No
CUST03491,Male,0,Yes,Yes,34,Month-to-month,Fiber optic,Yes,Electronic check,No,67.19,2364.83,No
CUST03492,Male,0,No,No,59,Month-to-month,DSL,Yes,Bank transfer,No,83.45,5050.06,No
CUST03493,Female,0,Yes,No,60,Month-to-month,Fiber optic,Yes,Electronic check,No,83.3,5035.91,No
CUST03494,Female,0,No,No,69,Month-to-month,Fiber optic,Yes,Electronic check,No,83.61,5755.4,No
CUST03495,Male,0,Yes,No,2,Month-to-month,Fiber optic,Yes,Electronic check,Yes,48.03,0.0,Yes
CUST03496,Male,1,No,No,32,One year,Fiber optic,Yes,Bank transfer,No,54.82,1805.7,No
CUST03497,Female,0,Yes,No,41,One year,No,Yes,Bank transfer,No,27.1,947.78,No
CUST03498,Male,1,No,No,12,Month-to-month,DSL,Yes,Credit card,Yes,60.33,648.43,No
CUST03499,Female,0,Yes,No,28,One year,DSL,No,Electronic check,No,41.57,1055.93,Yes
CUST03500,Female,0,No,No,8,Two year,Fiber optic,Yes,Credit card,Yes,100.59,843.65,No
CUST03501,Male,0,No,No,31,Month-to-month,Fiber optic,Yes,Mailed check,Yes,70.42,2229.64,Yes
CUST03502,Male,1,Yes,Yes,21,Month-to-month,Fiber optic,No,Electronic check,Yes,74.83,1503.13,No
CUST03503,Male,0,Yes,No,57,Month-to-month,Fiber optic,Yes,Mailed check,Yes,77.57,4405.71,No
CUST03504,Male,0,Yes,No,56,Month-to-month,Fiber optic,Yes,Electronic check,Yes,83.62,4762.39,No
CUST03505,Male,0,Yes,Yes,9,One year,DSL,Yes,Electronic check,Yes,67.21,531.28,No
CUST03506,Female,0,No,Yes,24,Month-to-month,DSL,Yes,Credit card,No,51.12,1164.3,No
CUST03507,Female,0,Yes,No,61,Two year,Fiber optic,Yes,Electronic check,Yes,78.5,4879.7,No
CUST03508,Male,0,No,No,62,Two year,DSL,Yes,Electronic check,No,60.23,3734.49,No
CUST03509,Male,0,No,Yes,2,Month-to-month,DSL,Yes,Bank transfer,No,42.56,142.48,No
CUST03510,Male,0,Yes,Yes,46,Month-to-month,DSL,Yes,Mailed check,No,73.33,3379.78,No
CUST03511,Female,0,No,No,54,One year,Fiber optic,Yes,Mailed check,Yes,79.92,4399.43,No
CUST03512,Male,0,Yes,Yes,25,Two year,No,Yes,Electronic check,No,27.04,700.87,No
CUST03513,Male,0,Yes,Yes,12,Month-to-month,No,Yes,Electronic check,Yes,18.0,170.9,No
CUST03514,Female,1,Yes,No,6,Two year,No,Yes,Credit card,Yes,25.57,159.92,No
CUST03515,Female,1,No,No,33,One year,DSL,Yes,Mailed check,No,58.99,2037.7,No
CUST03516,Male,1,Yes,No,21,Month-to-month,No,Yes,Electronic check,No,21.53,423.17,No
CUST03517,Male,0,No,Yes,22,Month-to-month,Fiber optic,Yes,Electronic check,Yes,92.4,2112.85,Yes
CUST03518,Male,1,Yes,No,47,Month-to-month,No,Yes,Electronic check,No,18.14,830.38,No
CUST03519,Female,0,No,Yes,13,Month-to-month,No,Yes,Mailed check,Yes,18.0,197.33,No
CUST03520,Male,0,No,No,51,One year,Fiber optic,Yes,Credit card,No,97.37,5028.93,No
CUST03521,Male,0,Yes,Yes,38,Month-to-month,DSL,Yes,Mailed check,No,96.36,3596.05,No
CUST03522,Male,0,No,Yes,40,Month-to-month,Fiber optic,No,Bank transfer,No,79.43,3288.81,No
CUST03523,Female,1,No,No,35,Month-to-month,DSL,Yes,Bank transfer,Yes,67.22,2441.71,No
CUST03524,Female,0,Yes,No,5,Month-to-month,DSL,Yes,Bank transfer,Yes,73.85,276.89,No
CUST03525,Male,0,Yes,Yes,22,Month-to-month,DSL,No,Bank transfer,Yes,59.61,1385.62,No
CUST03526,Male,0,Yes,No,9,One year,Fiber optic,Yes,Mailed check,No,70.2,702.67,No
CUST03527,Female,0,No,No,59,Month-to-month,DSL,Yes,Mailed check,No,80.41,4734.22,No
CUST03528,Female,0,No,No,29,Month-to-month,No,Yes,Mailed check,No,21.67,639.37,No
CUST03529,Female,0,Yes,No,69,Month-to-month,DSL,Yes,Electronic check,Yes,87.47,5919.5,No
CUST03530,Female,0,Yes,No,4,Month-to-month,Fiber optic,Yes,Mailed check,No,76.68,396.21,Yes
CUST03531,Female,0,No,No,56,Month-to-month,DSL,Yes,Mailed check,No,69.25,3817.88,No
CUST03532,Female,0,No,Yes,42,Two year,No,Yes,Electronic check,Yes,27.2,979.31,No
CUST03533,Female,0,No,No,51,One year,Fiber optic,Yes,Electronic check,Yes,63.71,3203.82,Yes
CUST03534,Female,0,No,Yes,5,Two year,DSL,Yes,Mailed check,No,54.85,202.68,No
CUST03535,Female,1,Yes,Yes,1,Month-to-month,Fiber optic,Yes,Credit card,Yes,80.69,97.58,Yes
CUST03536,Male,0,Yes,Yes,16,Two year,DSL,Yes,Electronic check,No,61.7,1102.82,No
CUST03537,Male,0,Yes,Yes,11,One year,Fiber optic,Yes,Credit card,Yes,75.88,859.13,No
CUST03538,Male,0,No,No,43,One year,Fiber optic,Yes,Bank transfer,Yes,102.97,4490.14,No
CUST03539,Female,0,Yes,No,53,Month-to-month,DSL,Yes,Electronic check,No,65.89,3670.94,No
CUST03540,Male,0,Yes,No,6,Month-to-month,Fiber optic,Yes,Electronic check,No,76.36,437.06,No
CUST03541,Female,0,No,Yes,31,Two year,DSL,No,Electronic check,No,49.37,1366.88,No
CUST03542,Female,0,Yes,No,28,One year,Fiber optic,Yes,Credit card,Yes,66.49,1785.25,No
CUST03543,Male,0,Yes,No,45,One year,Fiber optic,Yes,Credit card,Yes,78.77,3569.12,Yes
CUST03544,Female,0,No,No,72,Month-to-month,Fiber optic,Yes,Mailed check,Yes,72.74,5162.24,No
CUST03545,Male,0,Yes,Yes,52,Month-to-month,No,Yes,Electronic check,No,21.85,1201.92,No
CUST03546,Male,0,Yes,Yes,24,Two year,Fiber optic,Yes,Credit card,No,81.93,1873.54,No
CUST03547,Male,0,No,No,52,Month-to-month,Fiber optic,Yes,Electronic check,No,74.37,3774.09,No
CUST03548,Female,1,Yes,No,28,Two year,No,No,Credit card,No,26.43,632.66,No
CUST03549,Male,0,Yes,No,5,Month-to-month,No,Yes,Mailed check,Yes,34.82,359.17,Yes
CUST03550,Female,0,No,Yes,37,Two year,No,Yes,Bank transfer,No,18.0,649.26,No
CUST03551,Male,0,Yes,Yes,2,Month-to-month,No,Yes,Mailed check,No,18.0,8.83,No
CUST03552,Male,1,No,Yes,34,Month-to-month,No,Yes,Electronic check,Yes,18.82,708.12,Yes
CUST03553,Male,0,Yes,No,54,Month-to-month,DSL,Yes,Electronic check,No,55.77,3063.59,No
CUST03554,Female,0,Yes,No,46,One year,DSL,Yes,Credit card,Yes,66.4,3171.82,Yes
CUST03555,Female,0,Yes,Yes,32,Month-to-month,Fiber optic,Yes,Mailed check,Yes,74.25,2529.21,No
CUST03556,Female,1,Yes,No,2,One year,No,Yes,Electronic check,Yes,20.58,137.3,Yes
CUST03557,Male,1,Yes,No,68,Month-to-month,DSL,Yes,Bank transfer,Yes,65.47,4492.46,No
CUST03558,Male,0,Yes,No,58,Two year,Fiber optic,Yes,Credit card,No,107.24,6184.08,No
CUST03559,Female,0,No,Yes,17,Month-to-month,No,Yes,Electronic check,Yes,27.19,538.56,No
CUST03560,Female,0,Yes,No,65,Month-to-month,No,Yes,Bank transfer,No,23.56,1634.63,No
CUST03561,Female,0,No,No,24,Two year,Fiber optic,Yes,Electronic check,No,101.3,2403.24,No
CUST03562,Female,0,Yes,No,19,One year,Fiber optic,Yes,Credit card,No,108.05,2036.06,Yes
CUST03563,Female,0,Yes,No,70,One year,DSL,Yes,Electronic check,Yes,67.53,4823.72,No
CUST03564,Female,0,Yes,Yes,68,Month-to-month,No,Yes,Mailed check,Yes,21.18,1216.19,No
CUST03565,Male,0,No,Yes,28,Two year,No,Yes,Mailed check,Yes,37.59,1101.66,No
CUST03566,Female,0,No,No,17,Two year,No,Yes,Bank transfer,No,30.25,454.98,No
CUST03567,Male,0,No,No,71,Two year,No,Yes,Electronic check,Yes,18.0,1216.24,No
CUST03568,Male,0,Yes,No,26,Two year,DSL,Yes,Mailed check,Yes,69.27,1739.46,No
CUST03569,Female,1,Yes,No,41,One year,Fiber optic,Yes,Mailed check,Yes,105.51,4193.56,No
CUST03570,Female,0,No,No,65,Month-to-month,DSL,Yes,Credit card,No,83.82,5425.47,No
CUST03571,Male,0,Yes,No,25,Month-to-month,Fiber optic,Yes,Mailed check,No,80.62,2079.06,No
CUST03572,Female,0,Yes,No,22,Two year,DSL,Yes,Electronic check,Yes,54.58,1133.02,No
CUST03573,Female,0,Yes,No,4,Two year,DSL,Yes,Electronic check,Yes,80.16,330.93,No
CUST03574,Male,0,Yes,No,10,One year,No,Yes,Credit card,Yes,24.16,144.97,No
CUST03575,Male,0,Yes,No,18,Month-to-month,Fiber optic,Yes,Credit card,No,72.15,1144.05,Yes
CUST03576,Male,0,No,No,11,Two year,No,Yes,Electronic check,Yes,25.68,26.68,No
CUST03577,Female,0,No,Yes,1,One year,Fiber optic,Yes,Bank transfer,Yes,92.55,111.55,Yes
CUST03578,Male,0,No,No,42,Month-to-month,DSL,Yes,Electronic check,No,70.19,3022.22,No
CUST03579,Female,1,Yes,No,21,Month-to-month,Fiber optic,Yes,Credit card,Yes,51.43,1114.14,No
CUST03580,Male,0,No,No,25,Two year,No,No,Electronic check,No,18.0,343.09,No
CUST03581,Male,1,No,No,32,Month-to-month,Fiber optic,Yes,Mailed check,Yes,104.27,3461.83,Yes
CUST03582,Male,1,No,No,23,Month-to-month,No,Yes,Bank transfer,No,18.0,471.93,No
CUST03583,Female,0,Yes,No,68,Month-to-month,DSL,Yes,Credit card,No,65.05,4509.06,No
CUST03584,Female,0,No,Yes,20,Month-to-month,Fiber optic,Yes,Credit card,Yes,79.36,1668.61,No
CUST03585,Male,0,Yes,No,45,Month-to-month,No,Yes,Electronic check,No,18.0,864.06,No
CUST03586,Male,0,No,No,17,Two year,DSL,Yes,Credit card,No,54.41,901.54,No
CUST03587,Male,0,Yes,No,4,Month-to-month,Fiber optic,Yes,Bank transfer,No,71.99,1921.385,No
CUST03588,Female,1,Yes,No,7,Two year,Fiber optic,Yes,Bank transfer,No,78.6,589.83,No
CUST03589,Male,0,Yes,Yes,56,Month-to-month,Fiber optic,Yes,Credit card,No,89.33,4954.23,No
CUST03590,Female,0,No,Yes,4,Two year,DSL,Yes,Electronic check,No,80.83,340.7,No
CUST03591,Male,0,Yes,No,12,Month-to-month,Fiber optic,Yes,Mailed check,No,61.08,735.33,No
CUST03592,Male,0,No,Yes,65,One year,No,Yes,Credit card,No,36.86,2353.17,No
CUST03593,Male,0,No,No,36,Month-to-month,DSL,Yes,Electronic check,Yes,82.8,2998.82,No
CUST03594,Male,0,No,Yes,28,Month-to-month,Fiber optic,Yes,Credit card,Yes,74.23,2110.7,No
CUST03595,Male,0,No,Yes,68,Month-to-month,DSL,Yes,Credit card,Yes,56.23,3807.57,No
CUST03596,Male,0,No,No,31,One year,Fiber optic,Yes,Electronic check,No,107.01,3131.87,No
CUST03597,Female,0,No,No,47,Month-to-month,Fiber optic,Yes,Credit card,No,88.24,4138.78,No
CUST03598,Male,0,Yes,Yes,1,Two year,Fiber optic,Yes,Electronic check,Yes,97.4,53.02,Yes
CUST03599,Female,0,No,Yes,68,Month-to-month,DSL,Yes,Bank transfer,Yes,41.47,2722.26,No
CUST03600,Male,0,No,No,50,Month-to-month,DSL,No,Mailed check,Yes,59.69,3132.4,Yes
CUST03601,Male,0,Yes,No,34,Month-to-month,Fiber optic,Yes,Electronic check,Yes,98.47,3284.31,No
CUST03602,Female,0,No,No,14,One year,No,No,Credit card,Yes,26.51,474.26,No
CUST03603,Male,0,Yes,Yes,71,Month-to-month,DSL,Yes,Mailed check,No,52.36,3718.38,No
CUST03604,Female,0,Yes,No,64,Month-to-month,Fiber optic,Yes,Mailed check,No,95.51,6100.43,No
CUST03605,Female,0,Yes,Yes,37,One year,Fiber optic,Yes,Credit card,Yes,100.2,3753.44,No
CUST03606,Male,0,Yes,No,16,Month-to-month,DSL,Yes,Electronic check,No,55.63,1032.16,No
CUST03607,Female,0,No,No,44,One year,Fiber optic,Yes,Bank transfer,Yes,92.71,4079.95,No
CUST03608,Female,0,No,No,0,Month-to-month,Fiber optic,Yes,Credit card,No,60.41,0.0,Yes
CUST03609,Male,0,No,No,2,One year,Fiber optic,Yes,Mailed check,No,78.2,203.75,No
CUST03610,Female,1,No,Yes,69,Two year,DSL,Yes,Credit card,No,68.14,4785.2,No
CUST03611,Male,0,Yes,No,51,Month-to-month,No,Yes,Mailed check,Yes,26.15,1375.0,No
CUST03612,Male,0,Yes,No,52,Month-to-month,DSL,Yes,Electronic check,Yes,90.64,4783.34,No
CUST03613,Male,0,No,No,2,Two year,DSL,No,Electronic check,No,84.36,253.75,Yes
CUST03614,Male,0,No,No,46,One year,Fiber optic,Yes,Bank transfer,Yes,88.5,4158.94,No
CUST03615,Female,1,Yes,Yes,5,Month-to-month,DSL,Yes,Electronic check,No,60.6,300.42,Yes
CUST03616,Male,0,No,No,45,One year,DSL,Yes,Credit card,Yes,59.75,2799.27,No
CUST03617,Male,1,No,Yes,60,Month-to-month,Fiber optic,Yes,Electronic check,No,66.1,3942.55,No
CUST03618,Female,0,No,No,42,Two year,Fiber optic,Yes,Mailed check,Yes,71.73,3121.97,No
CUST03619,Male,0,Yes,No,55,One year,Fiber optic,Yes,Electronic check,Yes,74.17,4208.5,No
CUST03620,Male,0,Yes,Yes,69,One year,Fiber optic,Yes,Bank transfer,No,112.0,7798.66,No
CUST03621,Female,0,No,Yes,19,Two year,No,Yes,Bank transfer,Yes,33.41,719.37,No
CUST03622,Female,0,No,No,46,One year,No,No,Credit card,Yes,32.12,1558.22,No
